0.02   0.980470   0.684496
0.04   0.960432   0.615544
0.06   0.940351   0.557455
0.08   0.920298   0.504525
0.10   0.900336   0.456787
0.12   0.880273   0.412874
0.14   0.860693   0.375357
0.16   0.840756   0.339201
0.18   0.820158   0.303506
0.20   0.800059   0.271545
0.24   0.760783   0.208126
0.28   0.720127   0.143283
0.32   0.679425   0.080221
0.36   0.640717   0.020315
0.40   0.600866  -0.034849
0.48   0.519948  -0.131217
0.60   0.400724  -0.264117
